Date	Flow_influent_[m3/d]	Flow_to_bio_[m3/d]	Flow_out_[m3/d]	SS_influent_[mg/l]	VSS_influent_[mg/l]	COD_influent_[mg/l]	COD_influent_filtered_[mg/l]	BOD5_influent_[mg/l]	N_tot_influent_[mg/l]	NH4_N_influent_[mg/l]	P_tot_influent_[mg/l]	PO4_P_influent_[mg/l]	pH_[-]	SS_influent_to_bio_[mg/l]	VSS_influent_to_bio_[mg/l]	COD_influent_to_bio_[mg/l]	COD_influent_filtered_to_bio_[mg/l]	BOD5_influent_to_bio_[mg/l]	N_tot_influent_to_bio_[mg/l]	NH4_N_influent_to_bio_[mg/l]	P_tot_influent_to_bio_[mg/l]	PO4_P_influent_to_bio_[mg/l]	SS_Line_1_[mg/l]	VSS_Line_1_[mg/l]	COD_Line_1_[mg/l]	SV_Line_1_[ml/l]	SVI_Line_1_[ml/g]	DSV_Line_1_[ml/l]	DSVI_Line_1_[ml/g]	SS_Line_2_[mg/l]	VSS_Line_2_[mg/l]	COD_Line_2_[mg/l]	SV_Line_2_[ml/l]	SVI_Line_2_[ml/g]	DSV_Line_2_[ml/l]	DSVI_Line_2_[ml/g]	SS_Line_3_[mg/l]	VSS_Line_3_[mg/l]	COD_Line_3_[mg/l]	SV_Line_3_[ml/l]	SVI_Line_3_[ml/g]	DSV_Line_3_[ml/l]	DSVI_Line_3_[ml/g]	SS_Line_4_[mg/l]	VSS_Line_4_[mg/l]	COD_Line_4_[mg/l]	SV_Line_4_[ml/l]	SVI_Line_4_[ml/g]	DSV_Line_4_[ml/l]	DSVI_Line_4_[ml/g]	SS_RAS_1_[g/l]	SS_RAS_2_[g/l]	SS_RAS_3_[g/l]	SS_RAS_4_[g/l]	Total_SRT_Line_1_[d]	Aerobic_SRT_Line_1_[d]	Total_SRT_Line_2_[d]	Aerobic_SRT_Line_2_[d]	Total_SRT_Line_3_[d]	Aerobic_SRT_Line_3_[d]	Total_SRT_Line_4_[d]	Aerobic_SRT_Line_4_[d]	DO_Line_1_setpoint_[mg/l]	DO_Line_1_value_[mg/l]	DO_Line_2_setpoint_[mg/l]	DO_Line_2_value_[mg/l]	DO_Line_3_setpoint_[mg/l]	DO_Line_3_value_[mg/l]	DO_Line_4_setpoint_[mg/l]	DO_Line_4_value_[mg/l]	Fe_to_bio_L1_[l/h]	Fe_to_bio_L2_[l/h]	Fe_to_bio_L3_[l/h]	Fe_to_bio_L4_[l/h]	SS_out_[mg/l]	VSS_out_[mg/l]	COD_out_[mg/l]	COD_filtered_out_[mg/l]	BOD_out_[mg/l]	N_tot_out_[mg/l]	NH4_N_out_[mg/l]	NO3_N_out_[mg/l]	P_tot_out_[mg/l]	PO4_P_out_[mg/l]	Temperature_[C]	Var.87
03-02-2017	52941	56321	53887	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,030417	15,0304167	16,047361	16,029306	16,598056	8,953472	11,7725	8,698333	8,5125	6,325833	8,5125	5,933333	0,9486924	0,9476309	1,3823163	1,2724848	1,0776808	0,9716545	1,2370828	1,0513143	2,077639	2,02333333	2,078056	1,97902778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
04-02-2017	57424	60685	57810	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,662361	15,6623611	16,043611	16,043611	14,03375	7,719306	9,984861	6,936389	7,543333	5,68	7,543333	5,412778	0,9524406	0,9549118	1,3623296	1,2430622	1,0675985	0,9287485	1,2882872	1,1411972	2,394444	2,33125	2,006944	1,89222222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
05-02-2017	53366	56898	54914	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,893333	14,8933333	15,952778	15,953194	13,37125	7,488056	9,455139	6,241389	7,351111	5,679444	7,351111	5,188194	0,9296149	0,9477273	1,3083221	1,1470284	1,0320413	0,9647132	1,1457627	0,9514851	2,147639	2,12597222	2,015694	1,90055556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
06-02-2017	61144	56182	54447	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,903194	15,9033333	16,330694	16,328472	12,61582	7,058491	9,237446	5,73106	7,299565	5,483745	7,299565	5,225835	1,0173969	1,0367742	1,3442857	1,3262146	1,1770053	1,0622842	1,1169837	1,2759281	2,672361	2,63319444	4,69875	3,58277778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
07-02-2017	49427	52356	51766	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,483611	15,4836111	16,745278	16,745972	11,872083	6,608611	9,635139	5,742222	7,259722	5,415	7,259722	5,653889	0,9412346	1,0538168	1,3537554	1,5470711	1,1084918	1,065285	0,858801	1,2290249	20,660417	15,52916667	14,711944	8,96416667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
08-02-2017	62351	51322	49996	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,580278	14,5802778	15,295833	15,269306	12,568056	7,010972	12,258194	7,223889	7,435	5,640694	7,435	6,132222	1,09124	0,9254971	1,575368	1,2325147	1,2831409	1,1026196	0,660069	1,2108543	4,643472	2,64875	2,701806	1,4825	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
09-02-2017	62084	59700	58386	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,82875	14,82875	15,114444	15,106389	14,30904	8,119889	15,145202	9,19694	9,161892	6,980807	9,161892	6,645063	1,0433721	0,9753939	1,5789184	1,5471374	1,2663707	1,1140828	1,0684211	1,28394	4,137917	4,11138889	34,401806	28,405	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
10-02-2017	52261	54906	53559	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,367455	14,3674548	15,230598	15,252573	18,5879	10,755355	21,343533	13,520723	12,504312	9,649235	12,504312	8,939499	0,9443287	0,9351127	1,4553167	1,3897891	1,1330717	1,1526726	1,708613	1,7177503	47,994306	23,08486111	26,759861	24,79791667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
11-02-2017	50753	52736	51904	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,150833	13,1508333	10,695417	10,699306	25,723546	15,106667	37,695745	24,612766	19,541277	15,608936	19,541277	15,368369	0,8399763	0,9753571	1,3050205	1,2943532	1,0399417	1,3340467	1,2816505	1,6805789	3,795972	1,26597222	2,36875	2,20430556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
12-02-2017	58680	56528	55010	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,266389	13,2663889	14,852222	14,838472	24,208889	14,38375	74,437639	48,424583	43,407639	36,037222	43,407639	24,55125	0,8785114	1,0257108	1,2214521	1,3906696	1,0325855	1,3057173	1,2104984	1,515122	2,3275	1,85944444	2,007917	1,87041667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
13-02-2017	53513	53929	52230	360	310	700	150	    NA	64	49	8,5	4,4	7,76	117	94	520	140	   NA	69	56	8,6	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,131944	13,1319444	15,351667	15,28875	19,335972	11,475417	87,919444	55,926667	545,7475	457,585	545,7475	60,105417	1,0487515	1,02838	1,3806417	1,3579171	1,2131361	1,1090806	1,3048135	1,6146652	2,001111	1,99097222	2,054167	1,17513889	4	3,3	33	30	   NA	    NA	0,45	7,3	0,42	0,3	  NA	
14-02-2017	50564	53805	52292	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	5140	  NA	  NA	930	180,93385	100	100	4290	  NA	  NA	900	209,79021	130	130	4020	  NA	  NA	950	236,31841	170	170	3550	  NA	  NA	660	185,91549	90	90	14,520862	14,5208623	15,839638	15,805146	17,103755	10,041029	977,113126	609,842005	          NA	          NA	          NA	1173,229049	1,0481928	0,847335	1,420555	1,2759507	1,2821185	1,1988082	1,2776136	1,6302708	19,26625	51,13680556	41,665833	37,12430556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
15-02-2017	50522	54296	52334	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,417361	14,4175	16,259861	16,259861	14,512174	8,332464	1503,418571	919,986905	1318,884167	1122,923333	1318,884167	474,233333	1,0044568	0,9121951	1,0579792	1,5191042	1,1196941	1,3570717	1,2484089	1,6749306	3,716389	6,71513889	6,402222	5,95666667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
16-02-2017	52856	58058	55659	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,440694	13,4406944	16,059722	16,059722	11,615833	6,848611	147,861944	91,255972	73,165417	61,978194	73,165417	29,226667	0,9332947	0,806506	1,0597122	1,4656948	1,154779	1,1644467	1,3886948	1,3455096	2,432222	1,23722222	2,053194	1,89291667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
17-02-2017	50185	54504	52704	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,790278	14,7902778	16,125833	16,123889	10,519722	6,2475	39,055417	24,152222	23,034306	18,989306	23,034306	9,881389	0,920386	0,9255901	1,396	1,3663984	1,0634956	1,0146138	1,2693674	1,2883621	4,058763	4,4718704	4,232106	3,8197349	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
18-02-2017	48103	51828	49643	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,455	15,4552778	15,953611	15,951389	10,638194	6,277778	22,602639	14,697778	14,441667	11,603611	14,441667	7,265139	0,9343634	0,948582	1,2134571	1,18386	1,0261934	0,8317308	1,1728049	1,058	2,2375	2,37875	2,180278	2,04541667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
19-02-2017	54144	58994	56558	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,903889	13,9038889	16,010833	16,010694	10,385139	6,094306	17,473056	11,427639	10,700972	8,350694	10,700972	6,001389	0,9532746	0,9673418	1,2181609	1,1888383	1,0334165	0,9453106	1,3815094	1,2054795	16,948333	19,44791667	9,264167	8,77444444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
20-02-2017	75132	80395	78366	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,43032	14,4303199	15,766759	15,766759	10,220028	6,019611	14,429207	9,300834	8,492211	6,441168	8,492211	5,378442	1,1071429	1,0496304	1,0904824	1,2719753	1,2015119	1,0707527	1,6364125	1,3375254	14,266111	11,49597222	32,36875	31,51611111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
21-02-2017	56866	61460	57784	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	18,524722	18,5247222	15,829861	15,829861	9,093296	5,229469	13,379888	8,277095	8,349721	6,213687	8,349721	6,213547	1,0750838	1,1515429	1,0249093	1,5965708	1,1153941	1,0811736	1,4253695	1,2852286	50,222361	52,12097222	56,062917	55,98513889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
22-02-2017	108580	114803	111004	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,599444	16,5937413	14,223922	14,223922	8,355694	4,820556	13,640556	8,161944	9,196389	6,830417	9,196389	8,098194	1,4484412	1,2881235	1,51618	1,3528117	1,328468	1,1074822	1,625537	1,3885556	84,378889	96,11180556	47,132778	47,05472222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
23-02-2017	106743	109221	105519	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,517222	15,5172222	15,977361	15,977361	8,388194	4,9	12,692083	7,205694	10,006667	7,660556	10,006667	9,589444	1,1523913	1,0886564	1,4488912	1,1994748	1,2147406	1,1094118	1,5970273	1,2320542	7,754583	9,33777778	16,705556	4,59361111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
24-02-2017	132959	129055	125583	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,299028	14,2990278	13,301944	13,301944	8,038333	4,845417	11,625139	6,592222	11,057917	8,502222	11,057917	12,1325	1,1973279	1,1773292	1,4992441	1,3713826	1,1637178	1,1082873	1,7891134	1,5162134	2,007361	14,11138889	12,180556	2,01013889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
25-02-2017	146364	145645	138308	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,050556	15,049096	14,946732	14,946732	7,695139	4,848611	10,176806	5,895	12,565278	9,635278	12,565278	16,135	1,162178	1,0873821	1,2842805	1,2638725	1,1439506	1,0569231	1,3817734	1,1980856	41,23	46,10055556	20,209444	20,38236111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
26-02-2017	169830	163124	159092	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	10,747917	10,7479167	10,8325	10,8325	8,890556	5,7425	8,797778	5,246111	13,125694	10,2	13,125694	17,034028	1,8910769	1,723937	1,8709035	1,7056662	1,5466227	1,4359322	1,6163333	1,4508772	12,363194	11,97638889	3,299306	3,13694444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
27-02-2017	120395	115828	112247	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,337361	14,3373611	14,495139	14,495139	11,080556	7,258056	8,979028	5,332083	12,988611	9,955556	12,988611	16,920694	1,0685435	1,0804187	1,2226596	1,2137712	1,1215269	1,1358696	1,5650124	1,3962963	16,096944	9,63555556	9,76375	9,74388889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
28-02-2017	98475	104013	100095	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,590547	14,5905465	14,170015	14,170015	11,367737	7,479817	10,028135	5,931957	11,73211	8,378135	11,73211	14,170948	1,0695438	1,0661137	1,3662651	1,3214362	1,0947575	1,0574416	1,2048877	1,0668689	66,474375	59,090625	56,40625	58,7078125	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
01-03-2017	86788	94126	91278	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	3790	2500	3900	660	174,14248	110	110	3600	2700	4300	750	208,33333	110	110	3880	2700	4500	940	242,26804	150	150	4270	2900	4600	930	217,79859	140	140	14,504583	14,5045833	14,523611	14,523611	12,169028	7,807639	10,81125	6,392361	10,561944	7,338889	10,561944	11,265972	1,038025	1,0369615	1,2203302	1,1836382	1,0474286	0,9421053	1,1223245	1,0087738	33,716806	38,82430556	40,376528	40,58763889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
02-03-2017	92999	100743	97376	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,71875	14,71875	14,780139	14,780139	12,277639	7,633194	11,765556	6,940556	9,35875	6,501528	9,35875	8,80875	1,0214654	1,0466942	1,2225806	1,2503286	0,9523973	0,9029703	1,2764172	1,1297131	20,439028	24,41944444	25,84125	25,90847222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
03-03-2017	79083	84640	81078	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,628889	15,6284722	15,511111	15,511111	11,8725	7,405972	11,7725	7,104028	8,793889	6,0675	8,793889	7,570417	1,0108982	1,0266265	1,2039216	1,2567961	0,8501726	0,7973214	1,0947856	0,9532189	50,292639	44,25402778	44,102917	45,11638889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
04-03-2017	80330	86738	83726	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,519444	15,5194444	15,659583	15,659722	11,202778	6,909167	11,260556	7,129028	8,176111	5,666667	8,176111	6,772222	0,9847921	0,9971554	1,1313704	1,1399374	0,8824462	0,8175	1,0910011	0,9727554	2,114444	1,93888889	2,006806	2,00125	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
05-03-2017	104143	114068	110382	160	130	420	65	    NA	34	22	4,7	2	7,6	68	54	220	72	   NA	35	28	4,8	3,4	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,393056	15,3930556	15,43	15,43	10,905833	6,738472	11,043333	7,158194	7,94375	5,679583	7,94375	6,574028	1,0548055	1,068894	1,1680118	1,1117479	0,9368056	0,8640712	1,299884	1,1653361	2,028472	2,04611111	2,010139	1,96666667	4,9	3,9	26	23	2,3	4,7	0,37	3,2	0,43	0,28	  NA	
06-03-2017	80008	84897	82017	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,474861	15,4748611	15,636528	15,636528	10,587778	6,584306	10,614722	6,972778	7,821944	5,535972	7,821944	6,764861	0,9699764	0,9946365	1,1744657	1,2348889	0,8433002	0,7588095	1,154602	1,0255435	1,997639	1,96222222	2,003194	2,00194444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
07-03-2017	74433	81562	78833	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,808194	15,8081944	15,514861	15,514861	10,167639	6,290694	10,254583	6,731944	7,725694	5,369306	7,725694	6,679861	1,0642604	1,0657583	1,1473571	1,1956243	0,9391011	0,866046	1,1428891	1,0787474	51,783889	53,50847222	52,228611	53,65791667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
